client_version_id,client_id,gender,age_bucket,marital_status,education_level,county,onboarding_channel,onboarding_method,customer_segment,registration_date,valid_from_date,valid_to_date
CV00184-01,CL00184,F,50-64,Divorced,High School,Cluj,Digital,Self-service,Premium,2022-10-06,2024-01-01,2024-06-30
CV00184-02,CL00184,F,50-64,Divorced,High School,Cluj,Digital,Self-service,Standard,2022-10-06,2024-07-01,9999-12-31
CV00185-01,CL00185,F,35-49,Single,Master,Constanta,Branch,Assisted,Premium,2020-03-09,2024-01-01,9999-12-31
CV00186-01,CL00186,F,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2022-03-04,2024-01-01,9999-12-31
CV00187-01,CL00187,M,50-64,Married,High School,Sibiu,Digital,Self-service,Standard,2019-09-08,2024-01-01,9999-12-31
CV00188-01,CL00188,M,50-64,Single,Bachelor,Brasov,Digital,Self-service,Standard,2021-07-14,2024-01-01,9999-12-31
CV00189-01,CL00189,M,18-24,Single,High School,Constanta,Digital,Self-service,Standard,2023-01-10,2024-01-01,2024-06-30
CV00189-02,CL00189,M,18-24,Single,High School,Constanta,Digital,Self-service,Premium,2023-01-10,2024-07-01,9999-12-31
CV00190-01,CL00190,M,25-34,Married,Doctorate,Cluj,Digital,Self-service,Premium,2019-10-03,2024-01-01,2024-06-30
CV00190-02,CL00190,M,25-34,Married,Doctorate,Cluj,Digital,Self-service,Standard,2019-10-03,2024-07-01,9999-12-31
CV00191-01,CL00191,M,35-49,Married,Post-secondary,Brasov,Digital,Self-service,Standard,2023-09-27,2024-01-01,9999-12-31
CV00192-01,CL00192,F,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2022-04-08,2024-01-01,9999-12-31
CV00193-01,CL00193,F,25-34,Married,Bachelor,Cluj,Digital,Self-service,Standard,2021-11-07,2024-01-01,2024-06-30
CV00193-02,CL00193,F,25-34,Married,Bachelor,Cluj,Digital,Self-service,Premium,2021-11-07,2024-07-01,9999-12-31
CV00194-01,CL00194,F,35-49,Married,Master,Bucuresti,Branch,Assisted,Premium,2022-09-26,2024-01-01,2024-06-30
CV00194-02,CL00194,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2022-09-26,2024-07-01,9999-12-31
CV00195-01,CL00195,F,18-24,Single,High School,Sibiu,Digital,Self-service,Standard,2022-09-08,2024-01-01,9999-12-31
CV00196-01,CL00196,M,35-49,Single,Master,Bucuresti,Digital,Self-service,Standard,2021-02-28,2024-01-01,9999-12-31
CV00197-01,CL00197,M,50-64,Married,Bachelor,Timis,Branch,Assisted,Premium,2023-09-12,2024-01-01,9999-12-31
CV00198-01,CL00198,M,25-34,Married,Bachelor,Iasi,Digital,Self-service,Standard,2021-09-14,2024-01-01,9999-12-31
CV00199-01,CL00199,M,35-49,Married,Bachelor,Iasi,Digital,Self-service,Premium,2022-08-29,2024-01-01,9999-12-31
CV00200-01,CL00200,F,35-49,Married,Bachelor,Timis,Digital,Self-service,Standard,2021-10-13,2024-01-01,2024-06-30
CV00200-02,CL00200,F,35-49,Married,Bachelor,Timis,Digital,Self-service,Premium,2021-10-13,2024-07-01,9999-12-31
CV00201-01,CL00201,M,35-49,Married,High School,Brasov,Digital,Self-service,Standard,2022-12-07,2024-01-01,9999-12-31
CV00202-01,CL00202,M,50-64,Single,Post-secondary,Cluj,Branch,Assisted,Standard,2021-02-14,2024-01-01,9999-12-31
CV00203-01,CL00203,M,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-07-25,2024-01-01,9999-12-31
CV00204-01,CL00204,F,25-34,Single,Master,Bucuresti,Digital,Self-service,Premium,2022-12-02,2024-01-01,9999-12-31
CV00205-01,CL00205,F,25-34,Married,Master,Brasov,Branch,Assisted,Premium,2018-04-06,2024-01-01,2024-06-30
CV00205-02,CL00205,F,25-34,Married,Master,Brasov,Digital,Self-service,Premium,2018-04-06,2024-07-01,9999-12-31
CV00206-01,CL00206,M,35-49,Married,Post-secondary,Bucuresti,Branch,Assisted,Standard,2018-04-05,2024-01-01,9999-12-31
CV00207-01,CL00207,M,25-34,Single,High School,Iasi,Digital,Self-service,Premium,2020-11-25,2024-01-01,9999-12-31
CV00208-01,CL00208,M,35-49,Married,Bachelor,Galati,Digital,Self-service,Premium,2019-06-14,2024-01-01,9999-12-31
CV00209-01,CL00209,M,35-49,Single,Post-secondary,Bucuresti,Branch,Assisted,Standard,2022-11-04,2024-01-01,9999-12-31
CV00210-01,CL00210,F,50-64,Married,Post-secondary,Brasov,Digital,Self-service,Standard,2020-03-07,2024-01-01,9999-12-31
CV00211-01,CL00211,F,18-24,Single,High School,Sibiu,Digital,Self-service,Standard,2023-10-06,2024-01-01,9999-12-31
CV00212-01,CL00212,F,50-64,Married,Doctorate,Prahova,Branch,Assisted,Standard,2021-03-04,2024-01-01,2024-06-30
CV00212-02,CL00212,F,50-64,Married,Doctorate,Prahova,Digital,Self-service,Standard,2021-03-04,2024-07-01,9999-12-31
CV00213-01,CL00213,F,65+,Divorced,Post-secondary,Constanta,Branch,Assisted,Standard,2018-01-20,2024-01-01,9999-12-31
CV00214-01,CL00214,M,50-64,Married,High School,Galati,Branch,Assisted,Standard,2021-10-16,2024-01-01,9999-12-31
CV00215-01,CL00215,M,25-34,Single,High School,Timis,Branch,Assisted,Standard,2022-04-23,2024-01-01,9999-12-31
CV00216-01,CL00216,F,50-64,Divorced,Bachelor,Timis,Digital,Self-service,Standard,2022-12-01,2024-01-01,9999-12-31
CV00217-01,CL00217,F,18-24,Single,Bachelor,Constanta,Digital,Self-service,Standard,2020-10-24,2024-01-01,9999-12-31
CV00218-01,CL00218,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2022-02-08,2024-01-01,9999-12-31
CV00219-01,CL00219,F,35-49,Married,Bachelor,Bucuresti,Branch,Assisted,Premium,2021-12-09,2024-01-01,9999-12-31
CV00220-01,CL00220,F,18-24,Single,High School,Constanta,Digital,Self-service,Standard,2021-12-06,2024-01-01,9999-12-31
CV00221-01,CL00221,F,35-49,Married,High School,Constanta,Digital,Self-service,Standard,2020-01-06,2024-01-01,2024-06-30
CV00221-02,CL00221,F,35-49,Married,High School,Constanta,Digital,Self-service,Premium,2020-01-06,2024-07-01,9999-12-31
CV00222-01,CL00222,M,25-34,Single,Bachelor,Timis,Digital,Self-service,Standard,2022-10-26,2024-01-01,2024-06-30
CV00222-02,CL00222,M,25-34,Single,Bachelor,Timis,Digital,Self-service,Premium,2022-10-26,2024-07-01,9999-12-31
CV00223-01,CL00223,M,65+,Divorced,Bachelor,Bucuresti,Branch,Assisted,Standard,2018-02-01,2024-01-01,9999-12-31
CV00224-01,CL00224,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Standard,2023-10-03,2024-01-01,2024-06-30
CV00224-02,CL00224,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2023-10-03,2024-07-01,9999-12-31
CV00225-01,CL00225,F,50-64,Married,Bachelor,Cluj,Branch,Assisted,Premium,2018-12-07,2024-01-01,9999-12-31
CV00226-01,CL00226,M,35-49,Married,Post-secondary,Iasi,Digital,Self-service,Standard,2020-11-17,2024-01-01,9999-12-31
CV00227-01,CL00227,F,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Premium,2018-02-22,2024-01-01,9999-12-31
CV00228-01,CL00228,F,18-24,Single,Master,Bucuresti,Digital,Self-service,Standard,2021-04-07,2024-01-01,9999-12-31
CV00229-01,CL00229,M,50-64,Divorced,High School,Bucuresti,Digital,Self-service,Premium,2021-05-23,2024-01-01,9999-12-31
CV00230-01,CL00230,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Premium,2023-01-17,2024-01-01,2024-06-30
CV00230-02,CL00230,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-01-17,2024-07-01,9999-12-31
CV00231-01,CL00231,M,65+,Divorced,High School,Galati,Digital,Self-service,Standard,2018-09-07,2024-01-01,9999-12-31
CV00232-01,CL00232,M,25-34,Single,High School,Cluj,Digital,Self-service,Standard,2020-04-12,2024-01-01,9999-12-31
CV00233-01,CL00233,M,25-34,Single,High School,Iasi,Digital,Self-service,Standard,2020-04-22,2024-01-01,9999-12-31
CV00234-01,CL00234,F,35-49,Married,High School,Cluj,Digital,Self-service,Standard,2022-11-20,2024-01-01,9999-12-31
CV00235-01,CL00235,F,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2021-04-24,2024-01-01,2024-06-30
CV00235-02,CL00235,F,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Premium,2021-04-24,2024-07-01,9999-12-31
CV00236-01,CL00236,F,50-64,Married,Bachelor,Prahova,Digital,Self-service,Standard,2018-01-01,2024-01-01,9999-12-31
CV00237-01,CL00237,M,25-34,Married,Bachelor,Timis,Digital,Self-service,Standard,2018-03-20,2024-01-01,9999-12-31
CV00238-01,CL00238,F,35-49,Married,Master,Bucuresti,Branch,Assisted,Standard,2021-12-02,2024-01-01,9999-12-31
CV00239-01,CL00239,F,50-64,Divorced,Post-secondary,Timis,Branch,Assisted,Standard,2021-02-01,2024-01-01,9999-12-31
CV00240-01,CL00240,M,50-64,Married,High School,Iasi,Digital,Self-service,Standard,2020-11-07,2024-01-01,9999-12-31
CV00241-01,CL00241,F,18-24,Single,High School,Timis,Digital,Self-service,Standard,2018-03-22,2024-01-01,9999-12-31
CV00242-01,CL00242,F,35-49,Married,Master,Bucuresti,Branch,Assisted,Standard,2022-10-30,2024-01-01,9999-12-31
CV00243-01,CL00243,F,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2018-08-02,2024-01-01,9999-12-31
CV00244-01,CL00244,M,18-24,Single,Bachelor,Dolj,Digital,Self-service,Standard,2018-10-18,2024-01-01,9999-12-31
CV00245-01,CL00245,M,35-49,Married,Post-secondary,Prahova,Digital,Self-service,Standard,2021-02-15,2024-01-01,9999-12-31
CV00246-01,CL00246,F,25-34,Married,High School,Prahova,Digital,Self-service,Standard,2021-02-04,2024-01-01,9999-12-31
CV00247-01,CL00247,M,35-49,Single,Bachelor,Iasi,Digital,Self-service,Standard,2023-08-14,2024-01-01,9999-12-31
CV00248-01,CL00248,F,25-34,Married,High School,Sibiu,Digital,Self-service,Standard,2020-09-09,2024-01-01,9999-12-31
CV00249-01,CL00249,M,50-64,Single,Master,Brasov,Digital,Self-service,Standard,2020-07-03,2024-01-01,2024-06-30
CV00249-02,CL00249,M,50-64,Single,Master,Brasov,Digital,Self-service,Standard,2020-07-03,2024-07-01,9999-12-31
CV00250-01,CL00250,F,18-24,Single,High School,Brasov,Digital,Self-service,Standard,2022-10-10,2024-01-01,9999-12-31
CV00251-01,CL00251,M,35-49,Married,Bachelor,Prahova,Digital,Self-service,Standard,2022-04-01,2024-01-01,9999-12-31
CV00252-01,CL00252,F,50-64,Married,Bachelor,Cluj,Digital,Self-service,Standard,2019-08-13,2024-01-01,9999-12-31
CV00253-01,CL00253,F,50-64,Married,Bachelor,Iasi,Digital,Self-service,Standard,2018-06-16,2024-01-01,9999-12-31
CV00254-01,CL00254,M,25-34,Single,Bachelor,Prahova,Digital,Self-service,Premium,2018-03-15,2024-01-01,9999-12-31
CV00255-01,CL00255,F,35-49,Married,Master,Brasov,Digital,Self-service,Standard,2021-01-31,2024-01-01,9999-12-31
CV00256-01,CL00256,M,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2018-05-16,2024-01-01,9999-12-31
CV00257-01,CL00257,F,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-04-10,2024-01-01,9999-12-31
CV00258-01,CL00258,M,35-49,Married,Post-secondary,Prahova,Branch,Assisted,Premium,2019-11-30,2024-01-01,9999-12-31
CV00259-01,CL00259,F,25-34,Married,Bachelor,Constanta,Digital,Self-service,Standard,2023-02-24,2024-01-01,9999-12-31
CV00260-01,CL00260,M,18-24,Single,Bachelor,Iasi,Digital,Self-service,Standard,2022-06-09,2024-01-01,9999-12-31
CV00261-01,CL00261,F,50-64,Married,High School,Cluj,Digital,Self-service,Standard,2018-09-30,2024-01-01,9999-12-31
CV00262-01,CL00262,F,18-24,Married,Post-secondary,Prahova,Branch,Assisted,Premium,2023-02-22,2024-01-01,9999-12-31
CV00263-01,CL00263,M,35-49,Divorced,Bachelor,Prahova,Branch,Assisted,Standard,2019-12-07,2024-01-01,9999-12-31
CV00264-01,CL00264,M,35-49,Married,Post-secondary,Dolj,Branch,Assisted,Standard,2018-05-30,2024-01-01,9999-12-31
CV00265-01,CL00265,M,50-64,Single,Post-secondary,Prahova,Digital,Self-service,Standard,2019-05-26,2024-01-01,9999-12-31
CV00266-01,CL00266,M,25-34,Single,Master,Dolj,Digital,Self-service,Standard,2020-03-29,2024-01-01,9999-12-31
CV00267-01,CL00267,M,25-34,Single,Post-secondary,Brasov,Digital,Self-service,Standard,2019-03-10,2024-01-01,9999-12-31
CV00268-01,CL00268,F,35-49,Married,High School,Timis,Digital,Self-service,Standard,2019-09-17,2024-01-01,9999-12-31
CV00269-01,CL00269,M,25-34,Single,High School,Iasi,Digital,Self-service,Standard,2019-12-31,2024-01-01,9999-12-31
CV00270-01,CL00270,F,25-34,Single,Doctorate,Bucuresti,Digital,Self-service,Standard,2019-01-29,2024-01-01,2024-06-30
CV00270-02,CL00270,F,25-34,Single,Doctorate,Bucuresti,Digital,Self-service,Standard,2019-01-29,2024-07-01,9999-12-31
CV00271-01,CL00271,M,35-49,Married,Post-secondary,Sibiu,Branch,Assisted,Premium,2019-06-01,2024-01-01,9999-12-31
CV00272-01,CL00272,F,25-34,Single,High School,Iasi,Digital,Self-service,Standard,2021-06-15,2024-01-01,9999-12-31
CV00273-01,CL00273,F,35-49,Single,Bachelor,Constanta,Branch,Assisted,Standard,2021-04-22,2024-01-01,9999-12-31
CV00274-01,CL00274,F,35-49,Single,Bachelor,Sibiu,Branch,Assisted,Premium,2019-02-12,2024-01-01,9999-12-31
CV00275-01,CL00275,F,50-64,Married,Post-secondary,Constanta,Branch,Assisted,Standard,2022-02-26,2024-01-01,9999-12-31
CV00276-01,CL00276,M,25-34,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2022-03-20,2024-01-01,9999-12-31
CV00277-01,CL00277,F,65+,Single,High School,Timis,Digital,Self-service,Standard,2020-11-26,2024-01-01,9999-12-31
CV00278-01,CL00278,M,18-24,Single,Post-secondary,Iasi,Digital,Self-service,Premium,2018-07-21,2024-01-01,9999-12-31
CV00279-01,CL00279,M,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2022-12-15,2024-01-01,2024-06-30
CV00279-02,CL00279,M,18-24,Single,High School,Bucuresti,Digital,Self-service,Premium,2022-12-15,2024-07-01,9999-12-31
CV00280-01,CL00280,M,65+,Married,Bachelor,Brasov,Digital,Self-service,Standard,2023-04-16,2024-01-01,2024-06-30
CV00280-02,CL00280,M,65+,Married,Bachelor,Brasov,Digital,Self-service,Premium,2023-04-16,2024-07-01,9999-12-31
CV00281-01,CL00281,M,35-49,Married,Master,Cluj,Digital,Self-service,Standard,2021-01-28,2024-01-01,9999-12-31
CV00282-01,CL00282,M,35-49,Married,High School,Bucuresti,Branch,Assisted,Standard,2019-04-29,2024-01-01,9999-12-31
CV00283-01,CL00283,M,35-49,Married,Post-secondary,Galati,Digital,Self-service,Premium,2021-11-25,2024-01-01,9999-12-31
CV00284-01,CL00284,F,50-64,Divorced,High School,Prahova,Branch,Assisted,Standard,2023-12-01,2024-01-01,2024-06-30
CV00284-02,CL00284,F,50-64,Divorced,High School,Prahova,Branch,Assisted,Premium,2023-12-01,2024-07-01,9999-12-31
CV00285-01,CL00285,M,25-34,Single,Master,Iasi,Digital,Self-service,Standard,2022-09-21,2024-01-01,9999-12-31
CV00286-01,CL00286,F,25-34,Single,High School,Bucuresti,Digital,Self-service,Standard,2020-07-14,2024-01-01,9999-12-31
CV00287-01,CL00287,M,65+,Divorced,High School,Bucuresti,Digital,Self-service,Standard,2019-06-22,2024-01-01,9999-12-31
CV00288-01,CL00288,F,50-64,Single,Doctorate,Timis,Branch,Assisted,Premium,2023-07-21,2024-01-01,9999-12-31
CV00289-01,CL00289,F,50-64,Divorced,Bachelor,Dolj,Branch,Assisted,Premium,2018-10-09,2024-01-01,9999-12-31
CV00290-01,CL00290,M,50-64,Married,Post-secondary,Dolj,Digital,Self-service,Standard,2018-08-25,2024-01-01,9999-12-31
CV00291-01,CL00291,M,25-34,Single,Post-secondary,Bucuresti,Digital,Self-service,Standard,2022-08-01,2024-01-01,9999-12-31
CV00292-01,CL00292,M,50-64,Married,High School,Iasi,Digital,Self-service,Standard,2019-11-17,2024-01-01,2024-06-30
CV00292-02,CL00292,M,50-64,Married,High School,Iasi,Digital,Self-service,Premium,2019-11-17,2024-07-01,9999-12-31
CV00293-01,CL00293,M,65+,Married,High School,Cluj,Branch,Assisted,Standard,2018-08-14,2024-01-01,9999-12-31
CV00294-01,CL00294,F,35-49,Married,Master,Cluj,Digital,Self-service,Standard,2019-06-14,2024-01-01,9999-12-31
CV00295-01,CL00295,M,50-64,Single,High School,Brasov,Branch,Assisted,Standard,2019-06-24,2024-01-01,2024-06-30
CV00295-02,CL00295,M,50-64,Single,High School,Brasov,Digital,Self-service,Standard,2019-06-24,2024-07-01,9999-12-31
CV00296-01,CL00296,M,25-34,Single,High School,Constanta,Branch,Assisted,Standard,2022-07-10,2024-01-01,9999-12-31
CV00297-01,CL00297,M,50-64,Single,Master,Dolj,Digital,Self-service,Standard,2018-04-17,2024-01-01,2024-06-30
CV00297-02,CL00297,M,50-64,Single,Master,Dolj,Digital,Self-service,Premium,2018-04-17,2024-07-01,9999-12-31
CV00298-01,CL00298,F,35-49,Divorced,Post-secondary,Cluj,Digital,Self-service,Standard,2022-06-13,2024-01-01,2024-06-30
CV00298-02,CL00298,F,35-49,Divorced,Post-secondary,Cluj,Digital,Self-service,Premium,2022-06-13,2024-07-01,9999-12-31
CV00299-01,CL00299,M,65+,Divorced,Bachelor,Bucuresti,Branch,Assisted,Standard,2019-10-20,2024-01-01,9999-12-31
CV00300-01,CL00300,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-08-29,2024-01-01,9999-12-31
CV00301-01,CL00301,M,50-64,Married,High School,Sibiu,Digital,Self-service,Standard,2022-10-03,2024-01-01,9999-12-31
CV00302-01,CL00302,F,35-49,Married,Bachelor,Bucuresti,Branch,Assisted,Standard,2018-03-02,2024-01-01,9999-12-31
CV00303-01,CL00303,M,35-49,Single,Master,Bucuresti,Branch,Assisted,Standard,2023-03-07,2024-01-01,9999-12-31
CV00304-01,CL00304,M,35-49,Married,Master,Timis,Branch,Assisted,Standard,2021-09-03,2024-01-01,9999-12-31
CV00305-01,CL00305,F,35-49,Divorced,High School,Brasov,Digital,Self-service,Premium,2021-03-18,2024-01-01,9999-12-31
CV00306-01,CL00306,F,65+,Single,Bachelor,Galati,Branch,Assisted,Standard,2018-04-08,2024-01-01,9999-12-31
CV00307-01,CL00307,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2021-05-14,2024-01-01,9999-12-31
CV00308-01,CL00308,F,50-64,Single,Master,Bucuresti,Digital,Self-service,Standard,2021-01-22,2024-01-01,9999-12-31
CV00309-01,CL00309,M,65+,Single,High School,Iasi,Branch,Assisted,Premium,2019-03-22,2024-01-01,2024-06-30
CV00309-02,CL00309,M,65+,Single,High School,Iasi,Digital,Self-service,Premium,2019-03-22,2024-07-01,9999-12-31
CV00310-01,CL00310,M,50-64,Married,Master,Timis,Digital,Self-service,Standard,2020-12-22,2024-01-01,9999-12-31
CV00311-01,CL00311,F,25-34,Single,Master,Bucuresti,Digital,Self-service,Standard,2023-04-02,2024-01-01,9999-12-31
CV00312-01,CL00312,F,25-34,Single,Bachelor,Brasov,Branch,Assisted,Standard,2020-10-31,2024-01-01,2024-06-30
CV00312-02,CL00312,F,25-34,Single,Bachelor,Brasov,Digital,Self-service,Standard,2020-10-31,2024-07-01,9999-12-31
CV00313-01,CL00313,M,25-34,Married,High School,Prahova,Branch,Assisted,Premium,2019-07-28,2024-01-01,9999-12-31
CV00314-01,CL00314,F,35-49,Single,Master,Cluj,Branch,Assisted,Standard,2018-08-13,2024-01-01,9999-12-31
CV00315-01,CL00315,M,50-64,Single,High School,Brasov,Digital,Self-service,Standard,2018-07-31,2024-01-01,9999-12-31
CV00316-01,CL00316,M,35-49,Divorced,Post-secondary,Timis,Digital,Self-service,Standard,2018-01-16,2024-01-01,9999-12-31
CV00317-01,CL00317,M,25-34,Married,High School,Bucuresti,Digital,Self-service,Standard,2021-11-09,2024-01-01,9999-12-31
CV00318-01,CL00318,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2021-05-12,2024-01-01,9999-12-31
CV00319-01,CL00319,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-10-27,2024-01-01,9999-12-31
CV00320-01,CL00320,M,65+,Divorced,Post-secondary,Galati,Branch,Assisted,Standard,2022-06-07,2024-01-01,9999-12-31
CV00321-01,CL00321,F,35-49,Divorced,High School,Cluj,Digital,Self-service,Premium,2020-03-28,2024-01-01,9999-12-31
CV00322-01,CL00322,F,18-24,Single,Post-secondary,Brasov,Digital,Self-service,Standard,2020-05-31,2024-01-01,9999-12-31
CV00323-01,CL00323,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2023-08-23,2024-01-01,9999-12-31
CV00324-01,CL00324,F,35-49,Divorced,Master,Bucuresti,Digital,Self-service,Standard,2023-08-14,2024-01-01,9999-12-31
CV00325-01,CL00325,M,50-64,Married,Master,Iasi,Branch,Assisted,Premium,2018-08-22,2024-01-01,9999-12-31
CV00326-01,CL00326,F,18-24,Single,Post-secondary,Dolj,Digital,Self-service,Standard,2023-02-24,2024-01-01,9999-12-31
CV00327-01,CL00327,M,35-49,Single,Master,Cluj,Branch,Assisted,Premium,2020-02-01,2024-01-01,9999-12-31
CV00328-01,CL00328,F,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2021-08-06,2024-01-01,9999-12-31
CV00329-01,CL00329,M,35-49,Single,High School,Timis,Branch,Assisted,Standard,2019-05-05,2024-01-01,9999-12-31
CV00330-01,CL00330,F,50-64,Married,High School,Timis,Branch,Assisted,Standard,2020-09-24,2024-01-01,9999-12-31
CV00331-01,CL00331,F,35-49,Divorced,Bachelor,Brasov,Branch,Assisted,Standard,2022-03-11,2024-01-01,2024-06-30
CV00331-02,CL00331,F,35-49,Divorced,Bachelor,Brasov,Branch,Assisted,Premium,2022-03-11,2024-07-01,9999-12-31
CV00332-01,CL00332,F,25-34,Single,Bachelor,Iasi,Digital,Self-service,Standard,2023-10-20,2024-01-01,9999-12-31
CV00333-01,CL00333,M,35-49,Married,Bachelor,Prahova,Digital,Self-service,Premium,2018-02-04,2024-01-01,9999-12-31
CV00334-01,CL00334,F,25-34,Single,Bachelor,Constanta,Digital,Self-service,Standard,2023-11-11,2024-01-01,9999-12-31
CV00335-01,CL00335,F,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2020-06-01,2024-01-01,9999-12-31
CV00336-01,CL00336,F,35-49,Married,Bachelor,Iasi,Digital,Self-service,Premium,2022-09-28,2024-01-01,2024-06-30
CV00336-02,CL00336,F,35-49,Married,Bachelor,Iasi,Digital,Self-service,Standard,2022-09-28,2024-07-01,9999-12-31
CV00337-01,CL00337,F,35-49,Married,High School,Bucuresti,Branch,Assisted,Premium,2023-11-24,2024-01-01,2024-06-30
CV00337-02,CL00337,F,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2023-11-24,2024-07-01,9999-12-31
CV00338-01,CL00338,M,35-49,Single,High School,Cluj,Digital,Self-service,Premium,2021-03-18,2024-01-01,2024-06-30
